x	zg
0.062708038	2
0.063098743	2
0.063489447	2
0.063880151	2
0.064270855	2
0.06466156	2
0.065052264	2
0.065442968	2
0.065833673	2
0.066224377	2
0.066615081	2
0.067005786	2
0.06739649	2
0.067787194	2
0.068177898	2
0.068568603	2
0.068959307	2
0.069350011	2
0.069740716	2
0.07013142	2
0.070522124	2
0.070912828	2
0.071303533	2
0.071694237	2
0.072084941	2
0.072475646	2
0.07286635	2
0.073257054	2
0.073647758	2
0.074038463	2
0.074429167	2
0.074819871	2
0.075210576	2
0.07560128	2
0.075991984	2
0.076382688	2
0.076773393	2
0.077164097	2
0.077554801	2
0.077945506	2
0.07833621	2
0.078726914	2
0.079117618	2
0.079508323	2
0.079899027	2
0.080289731	2
0.080680436	2
0.08107114	2
0.081461844	2
0.081852548	2
0.082243253	2
0.082633957	2
0.083024661	2
0.083415366	2
0.08380607	2
0.084196774	2
0.084587478	2
0.084978183	2
0.085368887	2
0.085759591	2
0.086150296	2
0.086541	2
0.086931704	2
0.087322409	2
0.087713113	2
0.088103817	2
0.088494521	2
0.088885226	2
0.08927593	2
0.089666634	2
0.090057339	2
0.090448043	2
0.090838747	2
0.091229451	2
0.091620156	2
0.09201086	2
0.092401564	2
0.092792269	2
0.093182973	2
0.093573677	2
0.093964381	2
0.094355086	2
0.09474579	2
0.095136494	2
0.095527199	2
0.095917903	2
0.096308607	2
0.096699311	2
0.097090016	2
0.09748072	2
0.097871424	2
0.098262129	2
0.098652833	2
0.099043537	2
0.099434241	2
0.099824946	2
0.10021565	2
0.100606354	2
0.100997059	2
0.101387763	2
0.101778467	2
0.102169171	2
0.102559876	2
0.10295058	2
0.103341284	2
0.103731989	2
0.104122693	2
0.104513397	2
0.104904102	2
0.105294806	2
0.10568551	2
0.106076214	2
0.106466919	2
0.106857623	2
0.107248327	2
0.107639032	2
0.108029736	2
0.10842044	2
0.108811144	2
0.109201849	2
0.109592553	2
0.109983257	2
0.110373962	2
0.110764666	2
0.11115537	2
0.111546074	2
0.111936779	2
0.112327483	2
0.112718187	2
0.113108892	2
0.113499596	2
0.1138903	2
0.114281004	2
0.114671709	2
0.115062413	2
0.115453117	2
0.115843822	2
0.116234526	2
0.11662523	2
0.117015934	2
0.117406639	2
0.117797343	2
0.118188047	2
0.118578752	2
0.118969456	2
0.11936016	2
0.119750864	2
0.120141569	2
0.120532273	2
0.120922977	2
0.121313682	2
0.121704386	2
0.12209509	2
0.122485795	2
0.122876499	2
0.123267203	2
0.123657907	2
0.124048612	2
0.124439316	2
0.12483002	2
0.125220725	2
0.125611429	2
0.126002133	2
0.126392837	2
0.126783542	2
0.127174246	2
0.12756495	2
0.127955655	2
0.128346359	2
0.128737063	2
0.129127767	2
0.129518472	2
0.129909176	2
0.13029988	2
0.130690585	2
0.131081289	2
0.131471993	2
0.131862697	2
0.132253402	2
0.132644106	2
0.13303481	2
0.133425515	2
0.133816219	2
0.134206923	2
0.134597627	2
0.134988332	2
0.135379036	2
0.13576974	2
0.136160445	2
0.136551149	2
0.136941853	2
0.137332557	2
0.137723262	2
0.138113966	2
0.13850467	2
0.138895375	2
0.139286079	2
0.139676783	2
0.140067487	2
0.140458192	2
0.140848896	2
0.1412396	2
0.141630305	2
0.142021009	2
0.142411713	2
0.142802418	2
0.143193122	2
0.143583826	2
0.14397453	2
0.144365235	2
0.144755939	2
0.145146643	2
0.145537348	2
0.145928052	2
0.146318756	2
0.14670946	2
0.147100165	2
0.147490869	2
0.147881573	2
0.148272278	2
0.148662982	2
0.149053686	2
0.14944439	2
0.149835095	2
0.150225799	2
0.150616503	2
0.151007208	2
0.151397912	2
0.151788616	2
0.15217932	2
0.152570025	2
0.152960729	2
0.153351433	2
0.153742138	2
0.154132842	2
0.154523546	2
0.15491425	2
0.155304955	2
0.155695659	2
0.156086363	2
0.156477068	2
0.156867772	2
0.157258476	2
0.15764918	2
0.158039885	2
0.158430589	2
0.158821293	2
0.159211998	2
0.159602702	2
0.159993406	2
0.160384111	2
0.160774815	2
0.161165519	2
0.161556223	2
0.161946928	2
0.162337632	2
0.162728336	2
0.163119041	2
0.163509745	2
0.163900449	2
0.164291153	2
0.164681858	2
0.165072562	2
0.165463266	2
0.165853971	2
0.166244675	2
0.166635379	2
0.167026083	2
0.167416788	2
0.167807492	2
0.168198196	2
0.168588901	2
0.168979605	2
0.169370309	2
0.169761013	2
0.170151718	2
0.170542422	2
0.170933126	2
0.171323831	2
0.171714535	2
0.172105239	2
0.172495943	2
0.172886648	2
0.173277352	2
0.173668056	2
0.174058761	2
0.174449465	2
0.174840169	2
0.175230873	2
0.175621578	2
0.176012282	2
0.176402986	2
0.176793691	2
0.177184395	2
0.177575099	2
0.177965803	2
0.178356508	2
0.178747212	2
0.179137916	2
0.179528621	2
0.179919325	2
0.180310029	2
0.180700734	2
0.181091438	2
0.181482142	2
0.181872846	2
0.182263551	2
0.182654255	2
0.183044959	2
0.183435664	2
0.183826368	2
0.184217072	2
0.184607776	2
0.184998481	2
0.185389185	2
0.185779889	2
0.186170594	2
0.186561298	2
0.186952002	2
0.187342706	2
0.187733411	2
0.188124115	2
0.188514819	2
0.188905524	2
0.189296228	2
0.189686932	2
0.190077636	2
0.190468341	2
0.190859045	2
0.191249749	2
0.191640454	2
0.192031158	2
0.192421862	2
0.192812566	2
0.193203271	2
0.193593975	2
0.193984679	2
0.194375384	2
0.194766088	2
0.195156792	2
0.195547496	2
0.195938201	2
0.196328905	2
0.196719609	2
0.197110314	2
0.197501018	2
0.197891722	2
0.198282427	2
0.198673131	2
0.199063835	2
0.199454539	2
0.199845244	2
0.200235948	2
0.200626652	2
0.201017357	2
0.201408061	2
0.201798765	2
0.202189469	2
0.202580174	2
0.202970878	2
0.203361582	2
0.203752287	2
0.204142991	2
0.204533695	2
0.204924399	2
0.205315104	2
0.205705808	2
0.206096512	2
0.206487217	2
0.206877921	2
0.207268625	2
0.207659329	2
0.208050034	2
0.208440738	2
0.208831442	2
0.209222147	2
0.209612851	2
0.210003555	2
0.210394259	2
0.210784964	2
0.211175668	2
0.211566372	2
0.211957077	2
0.212347781	2
0.212738485	2
0.213129189	2
0.213519894	2
0.213910598	2
0.214301302	2
0.214692007	2
0.215082711	2
0.215473415	2
0.215864119	2
0.216254824	2
0.216645528	2
0.217036232	2
0.217426937	2
0.217817641	2
0.218208345	2
0.21859905	2
0.218989754	2
0.219380458	2
0.219771162	2
0.220161867	2
0.220552571	2
0.220943275	2
0.22133398	2
0.221724684	2
0.222115388	2
0.222506092	2
0.222896797	2
0.223287501	2
0.223678205	2
0.22406891	2
0.224459614	2
0.224850318	2
0.225241022	2
0.225631727	2
0.226022431	2
0.226413135	2
0.22680384	2
0.227194544	2
0.227585248	2
0.227975952	2
0.228366657	2
0.228757361	2
0.229148065	2
0.22953877	2
0.229929474	2
0.230320178	2
0.230710882	2
0.231101587	2
0.231492291	2
0.231882995	2
0.2322737	2
0.232664404	2
0.233055108	2
0.233445812	2
0.233836517	2
0.234227221	2
0.234617925	2
0.23500863	2
0.235399334	2
0.235790038	2
0.236180743	2
0.236571447	2
0.236962151	2
0.237352855	2
0.23774356	2
0.238134264	2
0.238524968	2
0.238915673	2
0.239306377	2
0.239697081	2
0.240087785	2
0.24047849	2
0.240869194	2
0.241259898	2
0.241650603	2
0.242041307	2
0.242432011	2
0.242822715	2
0.24321342	2
0.243604124	2
0.243994828	2
0.244385533	2
0.244776237	2
0.245166941	2
0.245557645	2
0.24594835	2
0.246339054	2
0.246729758	2
0.247120463	2
0.247511167	2
0.247901871	2
0.248292575	2
0.24868328	2
0.249073984	2
0.249464688	2
0.249855393	2
0.250246097	2
0.250636801	2
0.251027505	2
0.25141821	2
0.251808914	2
0.252199618	2
0.252590323	2
0.252981027	2
0.253371731	2
0.253762435	2
0.25415314	2
0.254543844	2
0.254934548	2
0.255325253	2
0.255715957	2
0.256106661	2
0.256497366	2
0.25688807	2
0.257278774	2
0.257669478	2
0.258060183	2
0.258450887	2
0.258841591	2
0.259232296	2
0.259623	2
0.260013704	2
0.260404408	2
0.260795113	2
0.261185817	2
0.261576521	2
0.261967226	2
0.26235793	2
0.262748634	2
0.263139338	2
0.263530043	2
0.263920747	2
0.264311451	2
0.264702156	2
0.26509286	2
0.265483564	2
0.265874268	2
0.266264973	2
0.266655677	2
0.267046381	2
0.267437086	2
0.26782779	2
0.268218494	2
0.268609198	2
0.268999903	2
0.269390607	2
0.269781311	2
0.270172016	2
0.27056272	2
0.270953424	2
0.271344128	2
0.271734833	2
0.272125537	2
0.272516241	2
0.272906946	2
0.27329765	2
0.273688354	2
0.274079059	2
0.274469763	2
0.274860467	2
0.275251171	2
0.275641876	2
0.27603258	2
0.276423284	2
0.276813989	2
0.277204693	2
0.277595397	2
0.277986101	2
0.278376806	2
0.27876751	2
0.279158214	2
0.279548919	2
0.279939623	2
0.280330327	2
0.280721031	2
0.281111736	2
0.28150244	2
0.281893144	2
0.282283849	2
0.282674553	2
0.283065257	2
0.283455961	2
0.283846666	2
0.28423737	2
0.284628074	2
0.285018779	2
0.285409483	2
0.285800187	2
0.286190891	2
0.286581596	2
0.2869723	2
0.287363004	2
0.287753709	2
0.288144413	2
0.288535117	2
0.288925821	2
0.289316526	2
0.28970723	2
0.290097934	2
0.290488639	2
0.290879343	2
0.291270047	2
0.291660751	2
0.292051456	2
0.29244216	2
0.292832864	2
0.293223569	2
0.293614273	2
0.294004977	2
0.294395682	2
0.294786386	2
0.29517709	2
0.295567794	2
0.295958499	2
0.296349203	2
0.296739907	2
0.297130612	2
0.297521316	2
0.29791202	2
0.298302724	2
0.298693429	2
0.299084133	2
0.299474837	2
0.299865542	2
0.300256246	2
0.30064695	2
0.301037654	2
0.301428359	2
0.301819063	2
0.302209767	2
0.302600472	2
0.302991176	2
0.30338188	2
0.303772584	2
0.304163289	2
0.304553993	2
0.304944697	2
0.305335402	2
0.305726106	2
0.30611681	2
0.306507514	2
0.306898219	2
0.307288923	2
0.307679627	2
0.308070332	2
0.308461036	2
0.30885174	2
0.309242444	2
0.309633149	2
0.310023853	2
0.310414557	2
0.310805262	2
0.311195966	2
0.31158667	2
0.311977375	2
0.312368079	2
0.312758783	2
0.313149487	2
0.313540192	2
0.313930896	2
0.3143216	2
0.314712305	2
0.315103009	2
0.315493713	2
0.315884417	2
0.316275122	2
0.316665826	2
0.31705653	2
0.317447235	2
0.317837939	2
0.318228643	2
0.318619347	2
0.319010052	2
0.319400756	2
0.31979146	2
0.320182165	2
0.320572869	2
0.320963573	2
0.321354277	2
0.321744982	2
0.322135686	2
0.32252639	2
0.322917095	2
0.323307799	2
0.323698503	2
0.324089207	2
0.324479912	2
0.324870616	2
0.32526132	2
0.325652025	2
0.326042729	2
0.326433433	2
0.326824137	2
0.327214842	2
0.327605546	2
0.32799625	2
0.328386955	2
0.328777659	2
0.329168363	2
0.329559067	2
0.329949772	2
0.330340476	2
0.33073118	2
0.331121885	2
0.331512589	2
0.331903293	2
0.332293998	2
0.332684702	2
0.333075406	2
0.33346611	2
0.333856815	2
0.334247519	2
0.334638223	2
0.335028928	2
0.335419632	2
0.335810336	2
0.33620104	2
0.336591745	2
0.336982449	2
0.337373153	2
0.337763858	2
0.338154562	2
0.338545266	2
0.33893597	2
0.339326675	2
0.339717379	2
0.340108083	2
0.340498788	2
0.340889492	2
0.341280196	2
0.3416709	2
0.342061605	2
0.342452309	2
0.342843013	2
0.343233718	2
0.343624422	2
0.344015126	2
0.34440583	2
0.344796535	2
0.345187239	2
0.345577943	2
0.345968648	2
0.346359352	2
0.346750056	2
0.34714076	2
0.347531465	2
0.347922169	2
0.348312873	2
0.348703578	2
0.349094282	2
0.349484986	2
0.349875691	2
0.350266395	2
0.350657099	2
0.351047803	2
0.351438508	2
0.351829212	2
0.352219916	2
0.352610621	2
0.353001325	2
0.353392029	2
0.353782733	2
0.354173438	2
0.354564142	2
0.354954846	2
0.355345551	2
0.355736255	2
0.356126959	2
0.356517663	2
0.356908368	2
0.357299072	2
0.357689776	2
0.358080481	2
0.358471185	2
0.358861889	2
0.359252593	2
0.359643298	2
0.360034002	2
0.360424706	2
0.360815411	2
0.361206115	2
0.361596819	2
0.361987523	2
0.362378228	2
0.362768932	2
0.363159636	2
0.363550341	2
0.363941045	2
0.364331749	2
0.364722453	2
0.365113158	2
0.365503862	2
0.365894566	2
0.366285271	2
0.366675975	2
0.367066679	2
0.367457383	2
0.367848088	2
0.368238792	2
0.368629496	2
0.369020201	2
0.369410905	2
0.369801609	2
0.370192314	2
0.370583018	2
0.370973722	2
0.371364426	2
0.371755131	2
0.372145835	2
0.372536539	2
0.372927244	2
0.373317948	2
0.373708652	2
0.374099356	2
0.374490061	2
0.374880765	2
0.375271469	2
0.375662174	2
0.376052878	2
0.376443582	2
0.376834286	2
0.377224991	2
0.377615695	2
0.378006399	2
0.378397104	2
0.378787808	2
0.379178512	2
0.379569216	2
0.379959921	2
0.380350625	2
0.380741329	2
0.381132034	2
0.381522738	2
0.381913442	2
0.382304146	2
0.382694851	2
0.383085555	2
0.383476259	2
0.383866964	2
0.384257668	2
0.384648372	2
0.385039076	2
0.385429781	2
0.385820485	2
0.386211189	2
0.386601894	2
0.386992598	2
0.387383302	2
0.387774007	2
0.388164711	2
0.388555415	2
0.388946119	2
0.389336824	2
0.389727528	2
0.390118232	2
0.390508937	2
0.390899641	2
0.391290345	2
0.391681049	2
0.392071754	2
0.392462458	2
0.392853162	2
0.393243867	2
0.393634571	2
0.394025275	2
0.394415979	2
0.394806684	2
0.395197388	2
0.395588092	2
0.395978797	2
0.396369501	2
0.396760205	2
0.397150909	2
0.397541614	2
0.397932318	2
0.398323022	2
0.398713727	2
0.399104431	2
0.399495135	2
0.399885839	2
0.400276544	2
0.400667248	2
0.401057952	2
0.401448657	2
0.401839361	2
0.402230065	2
0.402620769	2
0.403011474	2
0.403402178	2
0.403792882	2
0.404183587	2
0.404574291	2
0.404964995	2
0.4053557	2
0.405746404	2
0.406137108	2
0.406527812	2
0.406918517	2
0.407309221	2
0.407699925	2
0.40809063	2
0.408481334	2
0.408872038	2
0.409262742	2
0.409653447	2
0.410044151	2
0.410434855	2
0.41082556	2
0.411216264	2
0.411606968	2
0.411997672	2
0.412388377	2
0.412779081	2
0.413169785	2
0.41356049	2
0.413951194	2
0.414341898	2
0.414732602	2
0.415123307	2
0.415514011	2
0.415904715	2
0.41629542	2
0.416686124	2
0.417076828	2
0.417467532	2
0.417858237	2
0.418248941	2
0.418639645	2
0.41903035	2
0.419421054	2
0.419811758	2
0.420202462	2
0.420593167	2
0.420983871	2
0.421374575	2
0.42176528	2
0.422155984	2
0.422546688	2
0.422937392	2
0.423328097	2
0.423718801	2
0.424109505	2
0.42450021	2
0.424890914	2
0.425281618	2
0.425672323	2
0.426063027	2
0.426453731	2
0.426844435	2
0.42723514	2
0.427625844	2
0.428016548	2
0.428407253	2
0.428797957	2
0.429188661	2
0.429579365	2
0.42997007	2
0.430360774	2
0.430751478	2
0.431142183	2
0.431532887	2
0.431923591	2
0.432314295	2
0.432705	2
0.433095704	2
0.433486408	2
0.433877113	2
0.434267817	2
0.434658521	2
0.435049225	2
0.43543993	2
0.435830634	2
0.436221338	2
0.436612043	2
0.437002747	2
0.437393451	2
0.437784155	2
0.43817486	2
0.438565564	2
0.438956268	2
0.439346973	2
0.439737677	2
0.440128381	2
0.440519085	2
0.44090979	2
0.441300494	2
0.441691198	2
0.442081903	2
0.442472607	2
0.442863311	2
0.443254016	2
0.44364472	2
0.444035424	2
0.444426128	2
0.444816833	2
0.445207537	2
0.445598241	2
0.445988946	2
0.44637965	2
0.446770354	2
0.447161058	2
0.447551763	2
0.447942467	2
0.448333171	2
0.448723876	2
0.44911458	2
0.449505284	2
0.449895988	2
0.450286693	2
0.450677397	2
0.451068101	2
0.451458806	2
0.45184951	2
0.452240214	2
0.452630918	2
0.453021623	2
0.453412327	2
0.453803031	2
0.454193736	2
0.45458444	2
0.454975144	2
0.455365848	2
0.455756553	2
0.456147257	2
0.456537961	2
0.456928666	2
0.45731937	2
0.457710074	2
0.458100778	2
0.458491483	2
0.458882187	2
0.459272891	2
0.459663596	2
0.4600543	2
0.460445004	2
0.460835708	2
0.461226413	2
0.461617117	2
0.462007821	2
0.462398526	2
0.46278923	2
0.463179934	2
0.463570639	2
0.463961343	2
0.464352047	2
0.464742751	2
0.465133456	2
0.46552416	2
0.465914864	2
0.466305569	2
0.466696273	2
0.467086977	2
0.467477681	2
0.467868386	2
0.46825909	2
0.468649794	2
0.469040499	2
0.469431203	2
0.469821907	2
0.470212611	2
0.470603316	2
0.47099402	2
0.471384724	2
0.471775429	2
0.472166133	2
0.472556837	2
0.472947541	2
0.473338246	2
0.47372895	2
0.474119654	2
0.474510359	2
0.474901063	2
0.475291767	2
0.475682471	2
0.476073176	2
0.47646388	2
0.476854584	2
0.477245289	2
0.477635993	2
0.478026697	2
0.478417401	2
0.478808106	2
0.47919881	2
0.479589514	2
0.479980219	2
0.480370923	2
0.480761627	2
0.481152332	2
0.481543036	2
0.48193374	2
0.482324444	2
0.482715149	2
0.483105853	2
0.483496557	2
0.483887262	2
0.484277966	2
0.48466867	2
0.485059374	2
0.485450079	2
0.485840783	2
0.486231487	2
0.486622192	2
0.487012896	2
0.4874036	2
0.487794304	2
0.488185009	2
0.488575713	2
0.488966417	2
0.489357122	2
0.489747826	2
0.49013853	2
0.490529234	2
0.490919939	2
0.491310643	2
0.491701347	2
0.492092052	2
0.492482756	2
0.49287346	2
0.493264164	2
0.493654869	2
0.494045573	2
0.494436277	2
0.494826982	2
0.495217686	2
0.49560839	2
0.495999094	2
0.496389799	2
0.496780503	2
0.497171207	2
0.497561912	2
0.497952616	2
0.49834332	2
0.498734024	2
0.499124729	2
0.499515433	2
0.499906137	2
0.500296842	2
0.500687546	2
0.50107825	2
0.501468955	2
0.501859659	2
0.502250363	2
0.502641067	2
0.503031772	2
0.503422476	2
0.50381318	2
0.504203885	2
0.504594589	2
0.504985293	2
0.505375997	2
0.505766702	2
0.506157406	2
0.50654811	2
0.506938815	2
0.507329519	2
0.507720223	2
0.508110927	2
0.508501632	2
0.508892336	2
0.50928304	2
0.509673745	2
0.510064449	2
0.510455153	2
0.510845857	2
0.511236562	2
0.511627266	2
0.51201797	2
0.512408675	2
0.512799379	2
0.513190083	2
0.513580787	2
0.513971492	2
0.514362196	2
0.5147529	2
0.515143605	2
0.515534309	2
0.515925013	2
0.516315717	2
0.516706422	2
0.517097126	2
0.51748783	2
0.517878535	2
0.518269239	2
0.518659943	2
0.519050648	2
0.519441352	2
0.519832056	2
0.52022276	2
0.520613465	2
0.521004169	2
0.521394873	2
0.521785578	2
0.522176282	2
0.522566986	2
0.52295769	2
0.523348395	2
0.523739099	2
0.524129803	2
0.524520508	2
0.524911212	2
0.525301916	2
0.52569262	2
0.526083325	2
0.526474029	2
0.526864733	2
0.527255438	2
0.527646142	2
0.528036846	2
0.52842755	2
0.528818255	2
0.529208959	2
0.529599663	2
0.529990368	2
0.530381072	2
0.530771776	2
0.53116248	2
0.531553185	2
0.531943889	2
0.532334593	2
0.532725298	2
0.533116002	2
0.533506706	2
0.53389741	2
0.534288115	2
0.534678819	2
0.535069523	2
0.535460228	2
0.535850932	2
0.536241636	2
0.53663234	2
0.537023045	2
0.537413749	2
0.537804453	2
0.538195158	2
0.538585862	2
0.538976566	2
0.539367271	2
0.539757975	2
0.540148679	2
0.540539383	2
0.540930088	2
0.541320792	2
0.541711496	2
0.542102201	2
0.542492905	2
0.542883609	2
0.543274313	2
0.543665018	2
0.544055722	2
0.544446426	2
0.544837131	2
0.545227835	2
0.545618539	2
0.546009243	2
0.546399948	2
0.546790652	2
0.547181356	2
0.547572061	2
0.547962765	2
0.548353469	2
0.548744173	2
0.549134878	2
0.549525582	2
0.549916286	2
0.550306991	2
0.550697695	2
0.551088399	2
0.551479103	2
0.551869808	2
0.552260512	2
0.552651216	2
0.553041921	2
0.553432625	2
0.553823329	2
0.554214033	2
0.554604738	2
0.554995442	2
0.555386146	2
0.555776851	2
0.556167555	2
0.556558259	2
0.556948964	2
0.557339668	2
0.557730372	2
0.558121076	2
0.558511781	2
0.558902485	2
0.559293189	2
0.559683894	2
0.560074598	2
0.560465302	2
0.560856006	2
0.561246711	2
0.561637415	2
0.562028119	2
0.562418824	2
0.562809528	2
0.563200232	2
0.563590936	2
0.563981641	2
0.564372345	2
0.564763049	2
0.565153754	2
0.565544458	2
0.565935162	2
0.566325866	2
0.566716571	2
0.567107275	2
0.567497979	2
0.567888684	2
0.568279388	2
0.568670092	2
0.569060796	2
0.569451501	2
0.569842205	2
0.570232909	2
0.570623614	2
0.571014318	2
0.571405022	2
0.571795726	2
0.572186431	2
0.572577135	2
0.572967839	2
0.573358544	2
0.573749248	2
0.574139952	2
0.574530656	2
0.574921361	2
0.575312065	2
0.575702769	2
0.576093474	2
0.576484178	2
0.576874882	2
0.577265587	2
0.577656291	2
0.578046995	2
0.578437699	2
0.578828404	2
0.579219108	2
0.579609812	2
0.580000517	2
0.580391221	2
0.580781925	2
0.581172629	2
0.581563334	2
0.581954038	2
0.582344742	2
0.582735447	2
0.583126151	2
0.583516855	2
0.583907559	2
0.584298264	2
0.584688968	2
0.585079672	2
0.585470377	2
0.585861081	2
0.586251785	2
0.586642489	2
0.587033194	2
0.587423898	2
0.587814602	2
0.588205307	2
0.588596011	2
0.588986715	2
0.589377419	2
0.589768124	2
0.590158828	2
0.590549532	2
0.590940237	2
0.591330941	2
0.591721645	2
0.592112349	2
0.592503054	2
0.592893758	2
0.593284462	2
0.593675167	2
0.594065871	2
0.594456575	2
0.59484728	2
0.595237984	2
0.595628688	2
0.596019392	2
0.596410097	2
0.596800801	2
0.597191505	2
0.59758221	2
0.597972914	2
0.598363618	2
0.598754322	2
0.599145027	2
0.599535731	2
0.599926435	2
0.60031714	2
0.600707844	2
0.601098548	2
0.601489252	2
0.601879957	2
0.602270661	2
0.602661365	2
0.60305207	2
0.603442774	2
0.603833478	2
0.604224182	2
0.604614887	2
0.605005591	2
0.605396295	2
0.605787	2
0.606177704	2
0.606568408	2
0.606959112	2
0.607349817	2
0.607740521	2
0.608131225	2
0.60852193	2
0.608912634	2
0.609303338	2
0.609694042	2
0.610084747	2
0.610475451	2
0.610866155	2
0.61125686	2
0.611647564	2
0.612038268	2
0.612428972	2
0.612819677	2
0.613210381	2
0.613601085	2
0.61399179	2
0.614382494	2
0.614773198	2
0.615163903	2
0.615554607	2
0.615945311	2
0.616336015	2
0.61672672	2
0.617117424	2
0.617508128	2
0.617898833	2
0.618289537	2
0.618680241	2
0.619070945	2
0.61946165	2
0.619852354	2
0.620243058	2
0.620633763	2
0.621024467	2
0.621415171	2
0.621805875	2
0.62219658	2
0.622587284	2
0.622977988	2
0.623368693	2
0.623759397	2
0.624150101	2
0.624540805	2
0.62493151	2
0.625322214	2
0.625712918	2
0.626103623	2
0.626494327	2
0.626885031	2
0.627275735	2
0.62766644	2
0.628057144	2
0.628447848	2
0.628838553	2
0.629229257	2
0.629619961	2
0.630010665	2
0.63040137	2
0.630792074	2
0.631182778	2
0.631573483	2
0.631964187	2
0.632354891	2
0.632745596	2
0.6331363	2
0.633527004	2
0.633917708	2
0.634308413	2
0.634699117	2
0.635089821	2
0.635480526	2
0.63587123	2
0.636261934	2
0.636652638	2
0.637043343	2
0.637434047	2
0.637824751	2
0.638215456	2
0.63860616	2
0.638996864	2
0.639387568	2
0.639778273	2
0.640168977	2
0.640559681	2
0.640950386	2
0.64134109	2
0.641731794	2
0.642122498	2
0.642513203	2
0.642903907	2
0.643294611	2
0.643685316	2
0.64407602	2
0.644466724	2
0.644857428	2
0.645248133	2
0.645638837	2
0.646029541	2
0.646420246	2
0.64681095	2
0.647201654	2
0.647592358	2
0.647983063	2
0.648373767	2
0.648764471	2
0.649155176	2
0.64954588	2
0.649936584	2
0.650327288	2
0.650717993	2
0.651108697	2
0.651499401	2
0.651890106	2
0.65228081	2
0.652671514	2
0.653062219	2
0.653452923	2
0.653843627	2
0.654234331	2
0.654625036	2
0.65501574	2
0.655406444	2
0.655797149	2
0.656187853	2
0.656578557	2
0.656969261	2
0.657359966	2
0.65775067	2
0.658141374	2
0.658532079	2
0.658922783	2
0.659313487	2
0.659704191	2
0.660094896	2
0.6604856	2
0.660876304	2
0.661267009	2
0.661657713	2
0.662048417	2
0.662439121	2
0.662829826	2
0.66322053	2
0.663611234	2
0.664001939	2
0.664392643	2
0.664783347	2
0.665174051	2
0.665564756	2
0.66595546	2
0.666346164	2
0.666736869	2
0.667127573	2
0.667518277	2
0.667908981	2
0.668299686	2
0.66869039	2
0.669081094	2
0.669471799	2
0.669862503	2
0.670253207	2
0.670643912	2
0.671034616	2
0.67142532	2
0.671816024	2
0.672206729	2
0.672597433	2
0.672988137	2
0.673378842	2
0.673769546	2
0.67416025	2
0.674550954	2
0.674941659	2
0.675332363	2
0.675723067	2
0.676113772	2
0.676504476	2
0.67689518	2
0.677285884	2
0.677676589	2
0.678067293	2
0.678457997	2
0.678848702	2
0.679239406	2
0.67963011	2
0.680020814	2
0.680411519	2
0.680802223	2
0.681192927	2
0.681583632	2
0.681974336	2
0.68236504	2
0.682755744	2
0.683146449	2
0.683537153	2
