# Frequency (Hz)	PSD (Amplitude^2/Hz)
1.973525872442839955e+02	1.970921118986404308e-12
1.997593261131167424e+02	1.809790652411934748e-12
2.021660649819494608e+02	1.662092444383377240e-12
2.045728038507822077e+02	1.526588107563246338e-12
2.069795427196149262e+02	1.402167952360969257e-12
2.093862815884476731e+02	1.287833489585070061e-12
2.117930204572803916e+02	1.182687287415353464e-12
2.141997593261131385e+02	1.085919806155370589e-12
2.166064981949458570e+02	9.968019885992793020e-13
2.190132370637786039e+02	9.146752546196768779e-13
2.214199759326113224e+02	8.389443423827854985e-13
2.238267148014440693e+02	7.690711161969135150e-13
2.262334536702767878e+02	7.045680789166858573e-13
2.286401925391095347e+02	6.449935487353356488e-13
2.310469314079422531e+02	5.899468340629655168e-13
2.334536702767749716e+02	5.390642781044717168e-13
2.358604091456077185e+02	4.920154204389433106e-13
2.382671480144404370e+02	4.484998793459082723e-13
2.406738868832731839e+02	4.082443660695241360e-13
2.430806257521059024e+02	3.710001204226081229e-13
2.454873646209386493e+02	3.365405661114400293e-13
2.478941034897713678e+02	3.046592669463283004e-13
2.503008423586041147e+02	2.751680444693190773e-13
2.527075812274368332e+02	2.478953236634148800e-13
2.551143200962695801e+02	2.226846469529286763e-13
2.575210589651023270e+02	1.993933295419972946e-13
2.599277978339350170e+02	1.778912649599384934e-13
2.623345367027677639e+02	1.580598466626010036e-13
2.647412755716005108e+02	1.397910023667327631e-13
2.671480144404332577e+02	1.229863256804472719e-13
2.695547533092659478e+02	1.075562981979598814e-13
2.719614921780986947e+02	9.341959040134336606e-14
2.743682310469314416e+02	8.050243548750801943e-14
2.767749699157641317e+02	6.873806838201798492e-14
2.791817087845968786e+02	5.806622410169824116e-14
2.815884476534296255e+02	4.843269016112907146e-14
2.839951865222623724e+02	3.978890819735958891e-14
2.864019253910950624e+02	3.209162074245379334e-14
2.888086642599278093e+02	2.530255949146895524e-14
2.912154031287605562e+02	1.938817185334575090e-14
2.936221419975933031e+02	1.431938311102831945e-14
2.960288808664259932e+02	1.007139174266980057e-14
2.984356197352587401e+02	6.623495877462439966e-15
3.008423586040914870e+02	3.958949277928717405e-15
3.032490974729242339e+02	2.064845304592889470e-15
3.056558363417569240e+02	9.320278422645633532e-16
3.080625752105896709e+02	2.775141298567655324e-16
