# Amplitude Std_Amplitude
14.86626241 9.03480968
14.79406187 9.16957588
14.95674980 9.34162877
14.79717375 9.14045889
14.65296709 9.13027291
14.69630435 9.11095472
15.13510354 8.74718441
15.16014109 8.77824446
14.22848524 9.88974056
14.10791321 9.87040502
13.04366681 10.09158056
14.12141321 9.78682890
15.59488173 8.87450090
16.22808611 8.48279799
15.51659456 8.81109735
16.25733747 8.35882416
14.28692490 9.90417716
16.55421392 8.46875656
15.08844144 9.12933958
15.39083779 8.86763989
14.90476411 10.79345756
16.66010864 8.36542399
16.70293398 8.32459087
16.07749033 8.69128776
16.04707153 8.68142098
16.04418554 8.67526116
16.64345816 8.24616041
16.55965701 8.20905042
15.81083588 8.33559790
15.10353974 8.78349395
15.35381147 8.28019463
15.30564876 8.25134125
15.16078163 8.33729251
15.60517029 8.33839996
15.51405414 8.26603848
14.78992984 9.34784261
14.17317116 8.80478119
14.05457040 8.77066288
13.92944531 8.74843519
13.85804724 8.78590875
13.89247373 8.76863315
14.46565654 8.61726095
13.77693994 8.65009600
13.78530809 8.63962957
13.72306216 8.67960024
13.71363967 8.60999144
14.28642859 8.48593552
13.65491826 8.56951541
14.33840872 8.67250155
14.30924307 8.64097299
