# Frequency (Hz)	PSD (Amplitude^2/Hz)
1.877256317689530647e+02	7.888659523819000250e-15
1.913357400722021566e+02	8.142922838025722225e-15
1.949458483754512486e+02	7.561497665120464514e-15
1.985559566787003405e+02	1.098856966583781944e-14
2.021660649819494324e+02	1.203422863870970061e-14
2.057761732851985528e+02	2.594173945914274827e-14
2.093862815884476447e+02	2.844990986735756217e-14
2.129963898916967366e+02	1.958099571787511880e-14
2.166064981949458286e+02	2.407327356584872770e-14
2.202166064981949205e+02	2.667643035653031700e-14
2.238267148014440409e+02	1.309333594974441046e-14
2.274368231046931328e+02	7.861837755920809310e-15
2.310469314079422247e+02	6.747519808712876870e-15
2.346570397111913167e+02	5.064573718513313031e-15
2.382671480144404086e+02	3.994385066394345482e-15
2.418772563176895289e+02	4.414001695250559606e-15
2.454873646209386209e+02	4.256225301886875805e-15
2.490974729241877128e+02	1.040108210279357676e-14
2.527075812274368047e+02	1.382700844210908127e-14
2.563176895306859251e+02	4.996290845756673432e-15
2.599277978339350170e+02	1.387867081158711775e-15
2.635379061371841090e+02	1.137649235056977053e-15
2.671480144404332009e+02	1.077275514556179403e-15
2.707581227436822928e+02	9.469890102167377706e-16
2.743682310469313848e+02	9.790274973242833161e-16
2.779783393501804767e+02	8.661729628707646161e-16
2.815884476534295686e+02	8.877840569502392465e-16
2.851985559566786606e+02	7.772553951411954259e-16
2.888086642599278093e+02	6.574612278197336218e-16
2.924187725631769013e+02	7.320780140074776110e-16
2.960288808664259932e+02	8.567251136774997504e-16
2.996389891696750851e+02	8.733721542533012811e-16
3.032490974729241771e+02	6.539864497817855440e-16
3.068592057761732690e+02	4.584898078308618878e-16
3.104693140794223609e+02	5.298592650234178583e-16
3.140794223826714529e+02	8.701245645241174827e-16
3.176895306859205448e+02	7.398980721458947409e-16
3.212996389891696367e+02	3.727667328985207333e-16
3.249097472924187286e+02	3.156682048442917627e-16
3.285198555956678774e+02	3.266956546914788241e-16
3.321299638989169694e+02	3.550162212401766980e-16
3.357400722021660613e+02	5.272118578037638118e-16
3.393501805054151532e+02	6.597426522010325277e-16
3.429602888086642452e+02	6.717410243427543820e-16
3.465703971119133371e+02	5.180774991587289372e-16
3.501805054151624290e+02	5.216256786427657460e-16
3.537906137184115209e+02	4.600216419410598322e-16
3.574007220216606129e+02	6.572159215892095019e-16
3.610108303249097048e+02	9.809793212562439734e-16
3.646209386281587967e+02	4.603474799697444589e-16
3.682310469314079455e+02	1.904586753413623097e-16
3.718411552346570375e+02	1.220697825752907280e-16
3.754512635379061294e+02	9.616342051514120302e-17
3.790613718411552213e+02	1.188996650897295807e-16
3.826714801444043133e+02	1.855656242801478330e-16
3.862815884476534052e+02	1.474297327258679958e-16
3.898916967509024971e+02	5.132419528011394805e-17
3.935018050541515890e+02	3.747235951534451400e-17
3.971119133574006810e+02	2.904146216084535890e-17
4.007220216606497729e+02	2.514330235135898912e-17
4.043321299638988648e+02	2.383276288663678019e-17
4.079422382671480136e+02	1.734324609266360880e-17
4.115523465703971056e+02	1.600501276464941539e-17
4.151624548736461975e+02	1.520215778399218676e-17
4.187725631768952894e+02	1.046983493300882355e-17
4.223826714801443813e+02	1.001797596096304047e-17
4.259927797833934733e+02	7.603793909760615027e-18
4.296028880866425652e+02	6.068529735462557144e-18
4.332129963898916571e+02	5.296215773093582524e-18
4.368231046931407491e+02	3.652459484110282308e-18
4.404332129963898410e+02	2.400532798077673535e-18
4.440433212996389898e+02	1.655688361688159687e-18
4.476534296028880817e+02	1.024404581459574384e-18
4.512635379061371736e+02	5.869325586425801680e-19
4.548736462093862656e+02	2.584655170272970072e-19
4.584837545126353575e+02	6.342325786863589356e-20
4.620938628158844494e+02	3.472833109167533214e-22
